DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hematocrit	15,134 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36870619] (imputed)	1	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	GCST90002303	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hematocrit	562,259 European ancestry individuals	NA	Affymetrix, Illumina [50640577] (imputed)	392	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	GCST90002304	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hematocrit	142,940 East Asian ancestry individuals	NA	Affymetrix, Illumina [16289021] (imputed)	31	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	GCST90002305	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hemoglobin concentration	15,133 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36870618] (imputed)	2	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST90002309	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hemoglobin concentration	563,946 European ancestry individuals	NA	Affymetrix, Illumina [50638016] (imputed)	402	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST90002310	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hemoglobin concentration	149,861 East Asian ancestry individuals	NA	Affymetrix, Illumina [16709126] (imputed)	21	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST90002311	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Lymphocyte counts	13,477 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36456147] (imputed)	2	lymphocyte count	http://www.ebi.ac.uk/efo/EFO_0004587	GCST90002315	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Lymphocyte counts	89,266 East Asian ancestry individuals	NA	Affymetrix, Illumina [16289068] (imputed)	16	lymphocyte count	http://www.ebi.ac.uk/efo/EFO_0004587	GCST90002317	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean corpuscular hemoglobin	486,823 European ancestry individuals	NA	Affymetrix, Illumina [50266654] (imputed)	423	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	GCST90002322	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean corpuscular hemoglobin	119,629 East Asian ancestry individuals	NA	Affymetrix, Illumina [16286228] (imputed)	77	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	GCST90002323	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean corpuscular hemoglobin concentration	12,766 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36221496] (imputed)	2	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	GCST90002327	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean corpuscular hemoglobin concentration	491,553 European ancestry individuals	NA	Affymetrix, Illumina [50282193] (imputed)	191	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	GCST90002328	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean corpuscular hemoglobin concentration	126,151 East Asian ancestry individuals	NA	Affymetrix, Illumina [16289083] (imputed)	36	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	GCST90002329	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean corpuscular volume	14,222 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36679766] (imputed)	2	mean corpuscular volume	http://www.ebi.ac.uk/efo/EFO_0004526	GCST90002333	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean corpuscular volume	544,127 European ancestry individuals	NA	Affymetrix, Illumina [50615308] (imputed)	466	mean corpuscular volume	http://www.ebi.ac.uk/efo/EFO_0004526	GCST90002334	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean corpuscular volume	121,047 East Asian ancestry individuals	NA	Affymetrix, Illumina [16286195] (imputed)	79	mean corpuscular volume	http://www.ebi.ac.uk/efo/EFO_0004526	GCST90002335	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Monocyte count	521,594 European ancestry individuals	NA	Affymetrix, Illumina [50262088] (imputed)	455	monocyte count	http://www.ebi.ac.uk/efo/EFO_0005091	GCST90002340	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Monocyte count	88,929 East Asian ancestry individuals	NA	Affymetrix, Illumina [16289044] (imputed)	34	monocyte count	http://www.ebi.ac.uk/efo/EFO_0005091	GCST90002341	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean platelet volume	10,737 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36042313] (imputed)	13	mean platelet volume	http://www.ebi.ac.uk/efo/EFO_0004584	GCST90002345	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean platelet volume	460,935 European ancestry individuals	NA	Affymetrix, Illumina [49660172] (imputed)	423	mean platelet volume	http://www.ebi.ac.uk/efo/EFO_0004584	GCST90002346	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Neutrophil count	78,744 East Asian ancestry individuals	NA	Affymetrix, Illumina [16289093] (imputed)	17	neutrophil count	http://www.ebi.ac.uk/efo/EFO_0004833	GCST90002352	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Platelet count	15,171 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36877391] (imputed)	9	platelet count	http://www.ebi.ac.uk/efo/EFO_0004309	GCST90002356	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Platelet count	145,648 East Asian ancestry individuals	NA	Affymetrix, Illumina [16710488] (imputed)	81	platelet count	http://www.ebi.ac.uk/efo/EFO_0004309	GCST90002358	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Red blood cell count	14,222 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36679691] (imputed)	3	red blood cell density measurement	http://www.ebi.ac.uk/efo/EFO_0007978	GCST90002362	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Red blood cell count	150,708 East Asian ancestry individuals	NA	Affymetrix, Illumina [16709798] (imputed)	59	red blood cell density measurement	http://www.ebi.ac.uk/efo/EFO_0007978	GCST90002364	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Red cell distribution width	13,519 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36660117] (imputed)	5	red blood cell distribution width	http://www.ebi.ac.uk/efo/EFO_0005192	GCST90002368	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Red cell distribution width	531,774 European ancestry individuals	NA	Affymetrix, Illumina [49860007] (imputed)	385	red blood cell distribution width	http://www.ebi.ac.uk/efo/EFO_0005192	GCST90002369	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	White blood cell count	562,243 European ancestry individuals	NA	Affymetrix, Illumina [50601830] (imputed)	478	myeloid white cell count	http://www.ebi.ac.uk/efo/EFO_0007988	GCST90002374	Genome-wide genotyping array
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	White blood cell count	151,807 East Asian ancestry individuals	NA	Affymetrix, Illumina [16710636] (imputed)	38	myeloid white cell count	http://www.ebi.ac.uk/efo/EFO_0007988	GCST90002375	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Basophil count	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	201	basophil count	http://www.ebi.ac.uk/efo/EFO_0005090	GCST90002379	Genome-wide genotyping array
2020-09-23	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Basophil percentage of white cells	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	164	basophil percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007992	GCST90002380	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Eosinophil counts	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	636	eosinophil count	http://www.ebi.ac.uk/efo/EFO_0004842	GCST90002381	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Eosinophil percentage of white cells	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	600	eosinophil percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007991	GCST90002382	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Hematocrit	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	525	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	GCST90002383	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Hemoglobin	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	542	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST90002384	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Immature fraction of reticulocytes	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	397	reticulocyte measurement	http://www.ebi.ac.uk/efo/EFO_0010700	GCST90002387	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Lymphocyte counts	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	649	lymphocyte count	http://www.ebi.ac.uk/efo/EFO_0004587	GCST90002388	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Lymphocyte percentage of white cells	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	498	lymphocyte percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007993	GCST90002389	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Mean corpuscular hemoglobin concentration	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	257	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	GCST90002391	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Monocyte percentage of white cells	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	591	monocyte percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007989	GCST90002394	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Neutrophil count	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	523	neutrophil count	http://www.ebi.ac.uk/efo/EFO_0004833	GCST90002398	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Neutrophil percentage of white cells	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	460	neutrophil percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007990	GCST90002399	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Plateletcrit	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	742	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	GCST90002400	Genome-wide genotyping array
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Platelet distribution width	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	594	platelet component distribution width	http://www.ebi.ac.uk/efo/EFO_0007984	GCST90002401	Genome-wide genotyping array
