DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY	path	fullpath	nsamples_arg	has_required_header	has_pvalue
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation PhenoAge acceleration	34,463 European ancestry individuals	NA	Affymetrix, Illumina [7568033] (imputed)	12	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014292	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing	./GCST90014001-GCST90015000/GCST90014292/harmonised/34187551-GCST90014292-GO_0007568.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014292/harmonised/34187551-GCST90014292-GO_0007568.h.tsv.gz	nfe=34463	TRUE	TRUE
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation-estimated granulocyte proportions	34,470 European ancestry individuals, 6,152 African American individuals	NA	Affymetrix, Illumina [6210527] (imputed)	8	granulocyte count	http://www.ebi.ac.uk/efo/EFO_0007987	GCST90014299	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing	./GCST90014001-GCST90015000/GCST90014299/harmonised/34187551-GCST90014299-EFO_0007987.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014299/harmonised/34187551-GCST90014299-EFO_0007987.h.tsv.gz	nfe=34470 afr=6152	TRUE	TRUE
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation GrimAge acceleration	34,467 European ancestry individuals, 6,148 African American individuals	NA	Affymetrix, Illumina [6210740] (imputed)	6	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014300	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing	./GCST90014001-GCST90015000/GCST90014300/harmonised/34187551-GCST90014300-GO_0007568.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014300/harmonised/34187551-GCST90014300-GO_0007568.h.tsv.gz	nfe=34467 afr=6148	TRUE	TRUE
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation Hannum age acceleration	34,449 European ancestry individuals, 6,148 African American individuals	NA	Affymetrix, Illumina [6210504] (imputed)	10	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014301	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing	./GCST90014001-GCST90015000/GCST90014301/harmonised/34187551-GCST90014301-GO_0007568.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014301/harmonised/34187551-GCST90014301-GO_0007568.h.tsv.gz	nfe=34449 afr=6148	TRUE	TRUE
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	Intrinsic epigenetic age acceleration	34,461 European ancestry individuals, 6,148 African American individuals	NA	Affymetrix, Illumina [6211246] (imputed)	22	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014302	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing	./GCST90014001-GCST90015000/GCST90014302/harmonised/34187551-GCST90014302-GO_0007568.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014302/harmonised/34187551-GCST90014302-GO_0007568.h.tsv.gz	nfe=34461 afr=6148	TRUE	TRUE
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation-estimated plasminogen activator inhibitor-1 levels	34,448 European ancestry individuals, 6,149 African American individuals	NA	Affymetrix, Illumina [6211016] (imputed)	10	plasminogen activator inhibitor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0004792	GCST90014303	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing	./GCST90014001-GCST90015000/GCST90014303/harmonised/34187551-GCST90014303-EFO_0004792.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014303/harmonised/34187551-GCST90014303-EFO_0004792.h.tsv.gz	nfe=34448 afr=6149	TRUE	TRUE
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation PhenoAge acceleration	34,463 European ancestry individuals, 6,148 African American individuals	NA	Affymetrix, Illumina [6210360] (imputed)	10	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014304	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing	./GCST90014001-GCST90015000/GCST90014304/harmonised/34187551-GCST90014304-GO_0007568.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014304/harmonised/34187551-GCST90014304-GO_0007568.h.tsv.gz	nfe=34463 afr=6148	TRUE	TRUE
2019-08-01	31000673	Kim W	2019-04-18	Eur Respir J	www.ncbi.nlm.nih.gov/pubmed/31000673	A Genome-Wide Association Study implicates NR2F2 in Lymphangioleiomyomatosis Pathogenesis.	Lymphangioleiomyomatosis (sporadic)	426 European ancestry cases, 852 European ancestry controls	196 European ancestry cases, up to 226,140 European ancestry controls, up to 1,121 Hispanic white controls	Illumina [5426936] (imputed)	1	Lymphangioleiomyomatosis	http://www.orpha.net/ORDO/Orphanet_538	GCST008311	Genome-wide genotyping array	./GCST008001-GCST009000/GCST008311/harmonised/31000673-GCST008311-Orphanet_538.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008311/harmonised/31000673-GCST008311-Orphanet_538.h.tsv.gz	nfe=1278	TRUE	TRUE
2018-12-10	29227965	Pilling LC	2017-12-01	Aging (Albany NY)	www.ncbi.nlm.nih.gov/pubmed/29227965	Human longevity: 25 genetic loci associated in 389,166 UK biobank participants.	Parental longevity (combined parental attained age, Martingale residuals)	389,166 British ancestry individuals	NA	Affymetrix [11535925] (imputed)	38	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST006697	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006697/harmonised/29227965-GCST006697-EFO_0007796.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006697/harmonised/29227965-GCST006697-EFO_0007796.h.tsv.gz	nfe=389166	TRUE	TRUE
2018-12-10	29227965	Pilling LC	2017-12-01	Aging (Albany NY)	www.ncbi.nlm.nih.gov/pubmed/29227965	Human longevity: 25 genetic loci associated in 389,166 UK biobank participants.	Parental longevity (both parents in top 10%)	7,182 cases, 79,767 controls	NA	Affymetrix [11535925] (imputed)	9	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST006698	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006698/harmonised/29227965-GCST006698-EFO_0007796.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006698/harmonised/29227965-GCST006698-EFO_0007796.h.tsv.gz	nfe=86949	TRUE	TRUE
2018-12-10	29227965	Pilling LC	2017-12-01	Aging (Albany NY)	www.ncbi.nlm.nih.gov/pubmed/29227965	Human longevity: 25 genetic loci associated in 389,166 UK biobank participants.	Parental longevity (mother's age at death)	246,941 British ancestry individuals	NA	Affymetrix [11535925] (imputed)	3	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST006699	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006699/harmonised/29227965-GCST006699-EFO_0007796.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006699/harmonised/29227965-GCST006699-EFO_0007796.h.tsv.gz	nfe=246941	TRUE	TRUE
2018-12-10	29227965	Pilling LC	2017-12-01	Aging (Albany NY)	www.ncbi.nlm.nih.gov/pubmed/29227965	Human longevity: 25 genetic loci associated in 389,166 UK biobank participants.	Parental longevity (mother's attained age)	412,937 British ancestry individuals	NA	Affymetrix [11535925] (imputed)	8	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST006696	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006696/harmonised/29227965-GCST006696-EFO_0007796.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006696/harmonised/29227965-GCST006696-EFO_0007796.h.tsv.gz	nfe=412937	TRUE	TRUE
2018-12-10	29227965	Pilling LC	2017-12-01	Aging (Albany NY)	www.ncbi.nlm.nih.gov/pubmed/29227965	Human longevity: 25 genetic loci associated in 389,166 UK biobank participants.	Parental longevity (father's age at death)	317,652 British ancestry individuals	NA	Affymetrix [11535925] (imputed)	5	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST006700	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006700/harmonised/29227965-GCST006700-EFO_0007796.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006700/harmonised/29227965-GCST006700-EFO_0007796.h.tsv.gz	nfe=317652	TRUE	TRUE
2018-12-10	29227965	Pilling LC	2017-12-01	Aging (Albany NY)	www.ncbi.nlm.nih.gov/pubmed/29227965	Human longevity: 25 genetic loci associated in 389,166 UK biobank participants.	Parental longevity (father's attained age)	415,311 British ancestry individuals	NA	Affymetrix [11535925] (imputed)	17	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST006701	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006701/harmonised/29227965-GCST006701-EFO_0007796.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006701/harmonised/29227965-GCST006701-EFO_0007796.h.tsv.gz	nfe=415311	TRUE	TRUE
2018-12-10	29227965	Pilling LC	2017-12-01	Aging (Albany NY)	www.ncbi.nlm.nih.gov/pubmed/29227965	Human longevity: 25 genetic loci associated in 389,166 UK biobank participants.	Parental longevity (combined parental age at death)	208,118 British ancestry individuals	NA	Affymetrix [11535925] (imputed)	8	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST006702	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006702/harmonised/29227965-GCST006702-EFO_0007796.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006702/harmonised/29227965-GCST006702-EFO_0007796.h.tsv.gz	nfe=208118	TRUE	TRUE
2018-12-17	26961502	Wood AR	2016-03-10	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/26961502	Variants in the FTO and CDKAL1 loci have recessive effects on risk of obesity and type 2 diabetes, respectively.	Body mass index	29,925 British ancestry cases, 89,763 British ancestry controls	NA	NR [9288881] (imputed)	36	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST006802	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006802/harmonised/26961502-GCST006802-EFO_0004340.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006802/harmonised/26961502-GCST006802-EFO_0004340.h.tsv.gz	nfe=119688	TRUE	TRUE
2018-08-14	29899525	Klimentidis YC	2018-06-13	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/29899525	Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.	Accelerometer-based physical activity measurement (fraction of time with accelerations >425 milli-gravities)	90,667 European ancestry individuals	NA	Affymetrix [11800000] (imputed)	2	physical activity measurement	http://www.ebi.ac.uk/efo/EFO_0008002	GCST006079	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006079/harmonised/29899525-GCST006079-EFO_0008002.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006079/harmonised/29899525-GCST006079-EFO_0008002.h.tsv.gz	nfe=90667	TRUE	TRUE
2018-08-16	29899525	Klimentidis YC	2018-06-13	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/29899525	Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.	Moderate to vigorous physical activity levels	377,234 European ancestry individuals	NA	Affymetrix [11800000] (imputed)	13	physical activity measurement	http://www.ebi.ac.uk/efo/EFO_0008002	GCST006097	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006097/harmonised/29899525-GCST006097-EFO_0008002.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006097/harmonised/29899525-GCST006097-EFO_0008002.h.tsv.gz	nfe=377234	TRUE	TRUE
2018-08-16	29899525	Klimentidis YC	2018-06-13	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/29899525	Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.	Vigorous physical activity	98,060 European ancestry active cases, 162,995 European ancestry inactive controls	NA	Affymetrix [11800000] (imputed)	9	physical activity measurement	http://www.ebi.ac.uk/efo/EFO_0008002	GCST006098	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006098/harmonised/29899525-GCST006098-EFO_0008002.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006098/harmonised/29899525-GCST006098-EFO_0008002.h.tsv.gz	nfe=261055	TRUE	TRUE
2018-08-16	29899525	Klimentidis YC	2018-06-13	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/29899525	Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.	Strenuous sports or other exercises	124,842 European ancestry active cases, 225,650 European ancestry inactive controls	NA	Affymetrix [11800000] (imputed)	8	physical activity measurement	http://www.ebi.ac.uk/efo/EFO_0008002	GCST006100	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006100/harmonised/29899525-GCST006100-EFO_0008002.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006100/harmonised/29899525-GCST006100-EFO_0008002.h.tsv.gz	nfe=350492	TRUE	TRUE
2018-08-16	29899525	Klimentidis YC	2018-06-13	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/29899525	Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.	Accelerometer-based physical activity measurement (average acceleration)	91,084 European ancestry individuals	NA	Affymetrix [11800000] (imputed)	5	physical activity measurement	http://www.ebi.ac.uk/efo/EFO_0008002	GCST006099	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006099/harmonised/29899525-GCST006099-EFO_0008002.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006099/harmonised/29899525-GCST006099-EFO_0008002.h.tsv.gz	nfe=91084	TRUE	TRUE
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	Affymetrix, Illumina [~ 14000000] (imputed)	74	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array	./GCST007001-GCST008000/GCST007236/harmonised/25751625-GCST007236-EFO_0000305.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007236/harmonised/25751625-GCST007236-EFO_0000305.h.tsv.gz	nfe=89677	TRUE	TRUE
2018-08-13	29892015	Roselli C	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892015	Multi-ethnic genome-wide association study for atrial fibrillation.	Atrial fibrillation	55,114 European ancestry cases, 482,295 European ancestry controls, 8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls, 1,307 African American ancestry cases, 7,660 African American ancestry controls, 845 Hispanic cases, 4,177 Hispanic controls	NA	Affymetrix, Illumina [up to 12149979] (imputed)	228	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006061	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006061/harmonised/29892015-GCST006061-EFO_0000275.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006061/harmonised/29892015-GCST006061-EFO_0000275.h.tsv.gz	afr=8967 nfe=537409 amr=5022 eas=36792	TRUE	TRUE
2019-03-19	30604766	Morris AP	2019-01-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30604766	Trans-ethnic kidney function association study reveals putative causal genes and effects on kidney-specific disease aetiologies.	Estimated glomerular filtration rate	134,070 European ancestry individuals, 143,658 East Asian ancestry individuals, 26,344 Hispanic or Latino ancestry individuals, 8,224 African American individuals	NA	Affymetrix, Illumina [at least 5248638] (imputed)	136	glomerular filtration rate	http://www.ebi.ac.uk/efo/EFO_0005208	GCST007344	Genome-wide genotyping array	./GCST007001-GCST008000/GCST007344/harmonised/30604766-GCST007344-EFO_0005208.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007344/harmonised/30604766-GCST007344-EFO_0005208.h.tsv.gz	afr=8224 amr=26344 nfe=134070 eas=143658	TRUE	TRUE
2019-01-18	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Stroke	40,585 European ancestry cases, 406,111 European ancestry controls	NA	NR [~ 8000000] (imputed)	22	stroke	http://www.ebi.ac.uk/efo/EFO_0000712	GCST006906	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006906/harmonised/29531354-GCST006906-EFO_0000712.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006906/harmonised/29531354-GCST006906-EFO_0000712.h.tsv.gz	nfe=446696	TRUE	TRUE
2019-01-18	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Ischemic stroke (large artery atherosclerosis)	4,373 European ancestry cases, 406,111 European ancestry controls	NA	NR [~ 8000000] (imputed)	6	large artery stroke	http://www.ebi.ac.uk/efo/EFO_0005524	GCST006907	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006907/harmonised/29531354-GCST006907-EFO_0005524.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006907/harmonised/29531354-GCST006907-EFO_0005524.h.tsv.gz	nfe=150765	TRUE	TRUE
